Account__c,Auth_Code__c,VM_Use_Count__c,distributor_id__c,End_Date__c,Hypervisor__c,isdevice__c,last_checkin_date__c,License_DB_Id__c,LicenseDB_Device_Id__c,licensedb_license_id__c,Marketplace__c,Parent_Authorization_Code__c,Product_Code__c,Product_Family__c,Quantity__c,reseller_id__c,Serial_Number__c,Software_Version__c,Software_version_group__c,Start_Date__c,Status__c,tenant_id__c,Parent_Device_Asset__r.License_DB_Id__c
0010g00001bB9WGAA0,,,a0N7000000WDd2LEAT,2022-04-13,,YES,2019-12-02,D3331406105143113,D3331406,,0,99802538,PAN-PA-220-LAB,PA-220,1,0017000000yoauH,012801049000,9.0.4,9.0,2018-04-13,ACTIVE,,
0017000000gGqC6AAK,,,a0N70000007gTWrEAM,,,YES,,D4059812,D4059812,,0,,,PA-7000,,0017000000dJ6tO,013301000744,,,,NOT REGISTERED,,
0017000000dwaD1AAI,15418102,1,a0N7000000NY2VUEA1,2022-06-30,,YES,,D2468434101518485,D2468434,,0,15418102,PAN-PA-220,PA-220,1,0017000000u2a7O,012801009705,,,2017-07-18,ACTIVE,,
0017000000yNZK5AAO,69442054,1,a0N7000000WDd2LEAT,2021-03-05,,YES,2019-12-02,D44850781252777181,D4485078,,0,69442054,PAN-PA-220,PA-220,1,0017000000of2Ea,012801092023,8.1.8,8.1,2019-03-08,ACTIVE,,
00170000016XKZyAAO,47521840,,a0N70000007gTWNEA2,2022-09-25,,YES,2019-11-06,D257478118797227,D2574781,,0,47521840,PAN-PA-220,PA-220,1,0017000000Yvxyk,012801014144,8.1.9-h4,8.1,2017-09-25,ACTIVE,,
0017000000dMqGqAAK,,,,2022-01-20,ESXi,YES,2019-04-25,D4427427101358432,D4427427,,0,71363876,PAN-VM-50-PERP-BND2-PREM-3YR,VM-50,1,,015351000023232,9.0.1,9.0,2019-01-24,ACTIVE,,
0017000000zfOd1AAE,66128770,,a0N70000007gTWrEAM,2018-02-18,,YES,2018-05-21,D180052712200607,D1800527,,0,66128770,PAN-PA-200,PA-200,1,0017000000mm9Lg,001606035268,7.1.7,7.1,2015-02-18,INACTIVE,,
00170000012OBJdAAO,17362386,,a0N70000007gTWvEAM,2023-01-08,,YES,2019-10-24,D402044432165532,D4020444,,0,17362386,PAN-PA-220,PA-220,1,0017000000YuYdz,012801076083,8.1.9,8.1,2019-06-18,ACTIVE,,
0010g00001YIFPKAA5,29000586,,a0N7000000NY2VUEA1,2020-10-17,,YES,,D280631120634678,D2806311,,0,29000586,PAN-PA-220,PA-220,1,0017000000cKZyK,012801020979,,,2017-10-17,ACTIVE,,
0017000000Sb6OeAAJ,S1403662,,a0N70000007gTWIEA2,2021-12-31,,YES,2019-12-02,D3006729100693275,D3006729,,0,48632318,PAN-PA-220-LAB,PA-220,1,0017000000LLbqG,012801032983,9.0.0,9.0,2018-01-04,ACTIVE,,
0017000000qujOEAAY,28091998,,a0N700000128eIgEAI,2019-10-27,,YES,,D212006415307302,D2120064,,0,28091998,PAN-PRA-25,Panorama,1,0017000000t9PSv,000702355329,,,2017-01-25,INACTIVE,,
0017000000t97RuAAI,45512431,,a0N700000128eKNEAY,2020-08-15,,YES,2019-12-02,D248106418244654,D2481064,,0,45512431,PAN-PA-220,PA-220,1,0017000000p5QNl,012801009959,9.0.5,9.0,2017-08-15,ACTIVE,,
0017000000scQfoAAE,55815518,1,a0N7000000WDd2LEAT,2020-09-30,,YES,2019-07-09,D941441250418623,D94144,,0,55815518,PAN-PA-5050-SSD2-D,PA-5050,1,0017000000dJ6tO,007801000490,7.1.11,7.1,2013-09-24,ACTIVE,,
0017000000t9eSnAAI,48784248,1,a0N7000000UHJWOEA5,2020-08-08,,YES,2019-12-02,D20044331147152813,D2004433,,0,48784248,PAN-PA-3020,PA-3020,1,0017000001LRlBM,001801037781,8.1.11,8.1,2016-08-08,ACTIVE,,
0010g00001aEUYLAA4,,,,2036-12-12,ESXi,YES,2019-12-02,D4878531109737528,D4878531,,0,83093818,PAN-VM-50-SP-PREM-BND2-3YU,VM-50,1,,015351000028489,8.1.7,8.1,2019-05-29,ACTIVE,,
0017000000nARKVAA4,75650852,1,a0N70000007gTWwEAM,2018-03-31,,YES,2018-03-01,D10532521631620,D105325,,0,75650852,PAN-PA-200,PA-200,1,0017000000gGbDE,001606016784,7.0.6,7.0,2013-11-26,INACTIVE,,
0017000000cJ9RvAAK,S6058002,,,2022-01-26,,YES,2019-01-30,D178628132991077,D1786281,,0,49282715,PAN-PA-200E,PA-200,1,0017000000LLbqG,001606030758,8.0.0,8.0,2015-01-08,ACTIVE,,
0017000001QVXALAA5,,,a0N0g00002NV21cEAD,2022-10-30,AWS,YES,2019-12-02,D57227841253350517,D5722784,,0,38262347,PAN-VM-500-PERP-BND2-BKLN-3YR,VM-500,1,0010g00001dpiDL,015455000009711,9.0.3.xfr,9.0,2019-11-11,ACTIVE,,
0010g00001aBliUAAS,65501258,,a0N7000000UHJWOEA5,2022-08-20,,YES,2019-12-02,D5129259114084786,D5129259,,0,65501258,PAN-PA-820,PA-820,1,0017000001A7ytK,012001034534,9.0.3-h3,9.0,2019-08-20,ACTIVE,,
0017000000wnVMbAAM,21498683,,a0N7000000NY2VUEA1,2020-10-04,,YES,2019-12-02,D279051620513439,D2790516,,0,21498683,PAN-PA-220,PA-220,1,0017000000ndAo3,012801019211,8.1.10,8.1,2017-10-04,ACTIVE,,
0017000000tBXzoAAG,68003655,,a0N7000000NY2VUEA1,2016-07-15,ESXi,YES,,D185794712613757,D1857947,,0,68003655,PAN-VM-100-LAB,VM-100,1,0017000000ndAo3,007000007139,,,2015-10-08,INACTIVE,,
0017000000qwinnAAA,,,a0N7000000WDd2LEAT,2020-10-06,AWS,YES,2019-11-25,D57819021254120998,D5781902,,0,87593301,PAN-VM-300-PERP-BND2-PREM-3YR,VM-300,1,0017000001VtyU0,007255000091448,9.0.5,9.0,2019-11-22,ACTIVE,,
0017000001OvqHnAAJ,43917073,,a0N7000000WDd2LEAT,2020-10-23,,YES,2019-12-02,D55433241250544932,D5543324,,0,43917073,PAN-PA-3260,PA-3260,1,0017000000lA4vi,016401004624,9.0.4,9.0,2019-10-23,ACTIVE,,
0017000000dMrT5AAK,S3344596,,a0N7000000WDd2LEAT,2020-10-01,,YES,2019-11-24,D298709422471683,D2987094,,0,94475171,PAN-PA-220,PA-220,1,0017000000yoauH,012801030284,8.1.8,8.1,2017-12-20,ACTIVE,,
0017000000gEYTlAAO,S4620968,,a0N70000007gTWNEA2,2022-10-10,,YES,2019-12-02,D42567601251306878,D4256760,,0,56274637,PAN-PA-820,PA-820,1,0017000000bEg8Y,012001023109,8.1.6-h2,8.1,2018-12-26,ACTIVE,,
0017000000USCxPAAX,67651100,1,a0N7000001282vLEAQ,2020-09-15,,YES,2015-08-13,D183235921342918,D1832359,,0,67651100,PAN-PA-3020,PA-3020,1,0017000000bGZlb,001801022039,6.1.6,6.1,2015-07-30,ACTIVE,,
0017000000NNK1fAAH,35534629,1,a0N70000007gTWIEA2,2020-01-31,,YES,2019-12-02,D1820570100890426,D1820570,,0,35534629,PAN-PA-3020,PA-3020,1,0017000000LLbqG,001801020734,7.1.25,7.1,2015-06-12,ACTIVE,,
0017000000fP1xFAAS,S1433155,,a0N70000007gTWrEAM,2020-12-11,,YES,2019-12-02,D182648722652505,D1826487,,0,50815394,PAN-PA-5050-SSD2,PA-5050,1,0017000000dJ6tO,002201001910,8.1.9-h4,8.1,2015-07-08,ACTIVE,,
0017000001GfeDQAAZ,13784092,,a0N70000007gTWIEA2,2022-05-13,,YES,2019-12-02,D4758289107907004,D4758289,,0,13784092,PAN-PA-850,PA-850,1,0017000000LLbqG,011901019249,8.1.7,8.1,2019-05-13,ACTIVE,,
0017000000p71zRAAQ,S1134747,,a0N70000007gTWIEA2,2020-04-30,,YES,,D417844517356884,D4178445,,0,87441653,PAN-PA-7000-AMC-1TB,PA-7000,1,0017000000LLbqG,002901004144,,,,ACTIVE,,
00170000016WyPqAAK,65253564,1,a0N70000007gTWIEA2,2022-04-05,,YES,2019-12-02,D1907107104867554,D1907107,,0,65253564,PAN-PA-3020,PA-3020,1,0017000000dMqGq,001801032420,8.0.16,8.0,2016-04-05,ACTIVE,,
0017000000wNwb5AAC,66927038,,a0N70000007gTWrEAM,2021-05-20,,YES,2018-11-06,D336522226206235,D3365222,,0,66927038,PAN-PA-850,PA-850,1,0017000000LIxMM,011901009983,8.0.10,8.0,2018-05-22,ACTIVE,,
0017000000ZJiEeAAL,46433936,1,a0N700000128eQfEAI,2020-03-31,,YES,2019-11-24,D2982231105204982,D2982231,,0,46433936,PAN-PA-200-UK,PA-200,1,0017000001VsMSb,001606089553,7.1.5,7.1,2018-02-14,ACTIVE,,
0017000000jFNDqAAO,52733138,,a0N70000007gTWwEAM,2017-12-31,,YES,2018-04-13,D1787416681179,D17874,,0,52733138,PAN-PA-500,PA-500,1,0017000000gFocp,0006C104844,5.0.10,5.0,2011-10-24,INACTIVE,,
0010g00001aDPWrAAO,,,a0N70000007gTWrEAM,2021-07-13,Azure,YES,2019-12-02,D408970732981783,D4089707,,0,52703798,PAN-VM-100-PERP-BND2-PREM-3YR,VM-100,1,0017000000LwhUD,007057000050250,8.1.6,8.1,2018-10-31,ACTIVE,,
0017000000TvaeHAAR,S5247556,,a0N70000007gTWhEAM,2022-11-01,,YES,2019-11-19,D18405491253155829,D1840549,,0,67598326,PAN-PA-5050-SSD2-D,PA-5050,1,0017000000YwxUS,007801002189,7.1.24-h1,7.1,2015-10-23,ACTIVE,,
0017000000zelxTAAQ,72382920,,a0N7000000UHJWOEA5,2021-03-29,,YES,2019-12-02,D324274924878029,D3242749,,0,72382920,PAN-PA-220,PA-220,1,0017000000uj5kg,012801044190,8.0.8,8.0,2018-03-29,ACTIVE,,
0017000001VtMJiAAN,19035888,,a0N7000000GsL1PEAV,2020-10-30,,YES,2019-12-02,D358064621288762,D3580646,,0,19035888,PAN-PA-820,PA-820,1,0017000000kbrp8,012001007988,8.1.8,8.1,2017-11-07,ACTIVE,,
0017000001SyAn0AAF,,,a0N70000007gTWIEA2,,,YES,,D5666465,D5666465,,0,,,PA-7080,,0017000000dJ6tO,018601000594,,,,NOT REGISTERED,,
0017000001RMktBAAT,75739630,,a0N7000000NYDUVEA5,2020-07-10,,YES,,D420316517094603,D4203165,,0,75739630,PAN-PA-7000-AMC-1TB-PAIR,PA-7000,1,0017000000cJHSp,016001001585,,,,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2020-12-31,NSX,YES,2019-02-19,D368288029054498,D3682880,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900000024974,7.1.14,7.1,2018-07-12,ACTIVE,,
0017000001BRUVdAAP,27843514,1,a0N7000000NYg4ZEAT,2020-02-17,,YES,2019-12-02,D187063423098408,D1870634,,0,27843514,PAN-PA-7050-ASSY-AC,PA-7050,1,0017000001OwVd2,010108000852,9.0.3-h3,9.0,2016-04-07,ACTIVE,,
0017000000bFU2iAAG,,,a0N70000007gTWrEAM,2017-04-01,,YES,2016-04-06,D9194813948807,D91948,,0,71119977,PAN-PA-200-LAB,PA-200,1,0017000000dJ6tO,001606015523,7.0.5,7.0,2013-09-10,INACTIVE,,
0017000001SxDahAAF,21835422,1,a0N7000000GsL1PEAV,2020-03-20,,YES,2019-12-02,D3063429105013345,D3063429,,0,21835422,PAN-PA-3050,PA-3050,1,0017000000kbrp8,001701015720,8.1.11,8.1,2018-03-20,ACTIVE,,
0017000000YQHx8AAH,41356720,,a0N7000000NY2VUEA1,2019-11-30,,YES,,D4208496109349376,D4208496,,0,41356720,PAN-PA-7000-AMC-1TB-PAIR,PA-7000,1,00170000011LtAx,016001002471,,,,INACTIVE,,
0010g00001YI2OFAA1,,,,2036-12-26,KVM,YES,,D424796133935838,D4247961,,0,18721482,PAN-VM-50-SP-PREM-BND2-YU,VM-50,1,,015354000018786,,,2018-11-30,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2024-02-27,NSX,YES,2019-12-02,D4552797102941991,D4552797,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007952000028302,8.1.9-h4,8.1,2019-02-23,ACTIVE,,
0017000001V383JAAR,29920888,,a0N70000007grnUEAQ,2022-02-01,,YES,2019-12-02,D219911916080881,D2199119,,0,29920888,PAN-PA-500-2GB,PA-500,1,0017000000ma0ov,009401034839,7.0.13,7.0,2017-01-19,ACTIVE,,
0017000000vFcbbAAC,,,a0N7000000WDd2LEAT,2020-05-28,,YES,2019-06-19,D4873551109714311,D4873551,,0,70533813,PAN-PA-5050-SSD2-LAB,PA-5050,1,0010g00001Z4qDK,007801001439,8.0.10,8.0,2019-05-29,ACTIVE,,
0017000001MBts4AAD,11164522,,a0N7000000GsL1PEAV,2020-04-18,,YES,2019-12-02,D4696882105033019,D4696882,,0,11164522,PAN-PA-850,PA-850,1,0017000000kbrp8,011901018956,8.1.6,8.1,2019-04-18,ACTIVE,,
0017000000TvhOZAAZ,63366178,,a0N70000007gTWIEA2,2020-07-08,,YES,2019-11-24,D183085912522648,D1830859,,0,63366178,PAN-PA-3050,PA-3050,1,0017000000KW3Q4,001701007801,8.1.8-h5,8.1,2015-07-08,ACTIVE,,
0017000000rWDWEAA4,31153795,1,a0N700000128dfUEAQ,2021-12-31,,YES,2019-12-02,D57048100558578,D57048,,0,31153795,PAN-PRA-25,Panorama,1,0017000000qyDeD,0007D101670,8.1.10,8.1,2012-10-24,ACTIVE,,
0017000000UUvkoAAD,78018458,,a0N70000007gTWNEA2,2021-03-04,,YES,2019-12-02,D229331712983455,D2293317,,0,78018458,PAN-PA-200,PA-200,1,0017000000Yvxyk,001606077233,7.1.24-h1,7.1,2016-03-04,ACTIVE,,
0010g00001dlsO7AAI,31116612,1,a0N7000000WDd2LEAT,2020-08-24,,YES,2019-12-02,D3849878112123452,D3849878,,0,31116612,PAN-PA-220,PA-220,1,0017000000u49a8,012801070173,9.0.4,9.0,2018-08-24,ACTIVE,,
0017000001CLovcAAD,S5682763,,a0N7000000RrBV6EAN,2023-01-01,,YES,2019-12-02,D312622625984250,D3126226,,0,17638546,PAN-PA-5220-AC,PA-5220,1,00170000010CsjX,013201006200,8.1.10,8.1,2018-04-12,ACTIVE,,
0017000001NUVzOAAX,,,a0N7000000WDd2LEAT,2022-05-30,ESXi,YES,2019-12-02,D52774921247574639,D5277492,,0,17916403,PAN-VM-300-PERP-BND1-PREM-3YR,VM-300,1,0017000000bG4r6,007251000079294,9.0.4,9.0,2019-08-26,ACTIVE,,
0017000000wKpErAAK,83988068,1,a0N70000007gTWIEA2,2019-02-04,,YES,2019-10-09,D217784522640136,D2177845,,0,83988068,PAN-PA-5050-SSD2-D,PA-5050,1,0017000001SxHCE,007801004547,8.0.14,8.0,2017-01-04,INACTIVE,,
0017000000YQHx8AAH,,,a0N7000000NY2VUEA1,2020-06-10,AWS,YES,2019-11-26,D52814731247639445,D5281473,,0,23014963,PAN-VM-100-PERP-BASC-PREMUSG-1YR,VM-100,1,0017000000hcaYs,007055000071510,9.0.4,9.0,2019-08-27,ACTIVE,,
0017000000bDk6sAAC,73454063,,a0N70000007gTWrEAM,2022-02-08,,YES,2019-12-02,D374715529637323,D3747155,,0,73454063,PAN-PA-820,PA-820,1,0017000000LwhUD,012001018434,8.1.11,8.1,2018-08-08,ACTIVE,,
0017000000dMrT5AAK,S9471834,,a0N7000000WDd2LEAT,2020-10-01,,YES,2018-01-14,D188548020220148,D1885480,,0,94475171,PAN-PA-200E,PA-200,1,0017000000yoauH,001606054923,7.0.5-h2,7.0,2016-02-23,ACTIVE,,
0017000000tBX0qAAG,30759093,,a0N70000007gTW5EAM,2014-06-22,,YES,2018-09-30,D80210526058,D80210,,0,30759093,PAN-PA-500-2GB,PA-500,1,0017000000ulFKQ,009401000809,7.1.2,7.1,2013-06-22,INACTIVE,,
001700000138jwvAAA,30792505,1,a0N7000001d76b0EAA,2020-07-13,,YES,2019-12-02,D1970206111220584,D1970206,,0,30792505,PAN-PA-5060-SSD2-D,PA-5060,1,0017000000LLbqG,007901003180,8.1.7,8.1,2016-07-13,ACTIVE,,
0017000000mlwpCAAQ,26319426,,a0N70000007gTWaEAM,2015-12-21,,YES,2016-10-05,D3093712123283,D30937,,0,26319426,PAN-PA-2050,PA-2050,1,0017000000bEyva,0003C104482,6.0.6,6.0,2011-12-21,INACTIVE,,
00170000014MJliAAG,S3155511,,a0N70000007gTWIEA2,2021-10-27,,YES,2019-12-02,D49259221250100674,D4925922,,0,79328926,PAN-PA-220,PA-220,1,0017000000y1vUB,012801111595,8.1.7,8.1,2019-10-04,ACTIVE,,
0017000001OuuooAAB,49532543,,a0N70000007gTWIEA2,2022-02-27,,YES,,D4438632101472003,D4438632,,0,49532543,PAN-PA-3020,PA-3020,1,0017000000jvuFP,001801056858,,,2019-04-02,ACTIVE,,
00170000015ELbQAAW,44953398,1,a0N70000007gTWIEA2,2020-02-06,,YES,2019-12-02,D1893498101304777,D1893498,,0,44953398,PAN-PA-3060,PA-3060,1,0017000000kYP0B,010401002329,9.0.4,9.0,2016-02-16,ACTIVE,,
0017000000nbdyKAAQ,15586706,1,a0N7000000WDd2LEAT,2019-08-09,,YES,2019-08-15,D15552030199691,D155520,,0,15586706,PAN-PA-3020,PA-3020,1,0017000000dMHee,001801001205,8.0.16,8.0,2014-07-22,INACTIVE,,
0017000000hlymZAAQ,21304452,,a0N70000007gTWrEAM,2020-07-13,,YES,2019-10-01,D249485518325612,D2494855,,0,21304452,PAN-PA-220,PA-220,1,0017000000dMqGq,012801011187,8.1.8,8.1,2017-07-13,ACTIVE,,
0017000000QhN2lAAF,44434904,,a0N70000007gTWrEAM,2021-04-10,,YES,,D421152625560800,D4211526,,0,44434904,PAN-PA-7000-LPC,PA-7000,1,0017000000kZIey,001401002879,,,,ACTIVE,,
0017000000LKsZFAA1,,,,2021-12-12,Azure,YES,2019-12-02,D4720696105359659,D4720696,,0,74025446,PAN-VM-300-PERP-BND2-PREM-3YR,VM-300,1,0017000000LLbqG,007257000066366,8.1.0,8.1,2019-04-07,ACTIVE,,
00170000013t4RoAAI,57627504,1,a0N70000007gTWIEA2,2020-08-16,,YES,2019-12-02,D289461318864598,D2894613,,0,57627504,PAN-PA-500-2GB,PA-500,1,0017000000kYP0B,009401030849,8.1.9,8.1,2016-08-16,ACTIVE,,
0017000000hZj1YAAS,98132281,1,,2020-12-31,,YES,2019-11-23,D979551252843361,D97955,,0,98132281,PAN-PA-3020,PA-3020,1,0017000000ljmg0,001801005208,7.1.8,7.1,2013-10-18,ACTIVE,,
0017000000MH7E0AAL,,,,2021-06-12,ESXi,YES,2019-12-02,D4578183103214919,D4578183,,0,14371747,PAN-VM-300-PERP-BND2-PREM-3YR,VM-300,1,0017000000LLbqG,007200000062539,7.1.12,7.1,2019-03-02,ACTIVE,,
0017000001JL7ZdAAL,68278053,1,a0N70000007gTX0EAM,2020-08-19,,YES,2019-10-24,D18414841147442291,D1841484,,0,68278053,PAN-PA-3020,PA-3020,1,0017000000jsS50,001801023470,7.1.23,7.1,2015-08-19,ACTIVE,,
0017000000gE32yAAC,13505040,1,a0N700000128eQfEAI,2020-07-20,,YES,2019-12-02,D3692744110331864,D3692744,,0,13505040,PAN-PA-3250,PA-3250,1,0017000000hZbwS,016301001257,8.1.11,8.1,2018-07-20,ACTIVE,,
0017000000sbKEkAAM,18629242,1,a0N70000007gTWIEA2,2020-10-31,,YES,2017-08-22,D256192921332205,D2561929,,0,18629242,PAN-M-100-4TB,M-100,1,0017000000LLbqG,009201000339,7.1.7,7.1,2015-06-11,ACTIVE,,
00170000012OCb4AAG,22227525,1,a0N7000001u0VDoEAM,2020-06-20,,YES,2019-12-02,D139392109228119,D139392,,0,22227525,PAN-PA-200,PA-200,1,0017000000vFRBp,001606021355,8.1.11,8.1,2014-05-26,ACTIVE,,
0017000000gGjU6AAK,,,a0N70000007gTWrEAM,2020-04-01,,YES,2017-05-25,D9461716774272,D94617,,0,92355134,PAN-PA-200-LAB,PA-200,1,0017000000bDs2z,001606014774,8.0.1,8.0,2013-08-29,ACTIVE,,
0010g00001j3E5b,,,,2023-01-31,KVM,YES,2019-12-02,D54576081249448846,D5457608,,0,52523942,PAN-VM-ELA-BND2-PREM-5YR,VM-300,1,00170000011tp3m,007254000083259,8.1.7,8.1,2019-09-26,ACTIVE,,
0017000000cIwwzAAC,27010298,1,a0N70000007gTWfEAM,2018-05-31,,YES,2018-05-26,D186946317763755,D1869463,,0,27010298,PAN-PA-500,PA-500,1,0017000000ZK2FC,0006C113824,7.1.15,7.1,2011-05-04,INACTIVE,,
0017000000bEia3AAC,41074707,1,a0N70000007gTWIEA2,2020-01-31,,YES,2019-12-02,D10995723243050,D109957,,0,41074707,PAN-PA-3020,PA-3020,1,0017000000LLbqG,001801006955,8.0.16,8.0,2014-05-13,ACTIVE,,
00170000011OWDiAAO,71222069,1,a0N7000000WDd2LEAT,2020-05-30,,YES,2016-11-15,D199634531299228,D1996345,,0,71222069,PAN-PA-500-2GB,PA-500,1,0017000000sd4GD,009401028745,7.1.5,7.1,2016-08-16,ACTIVE,,
0017000000hMYRFAA4,48432424,,a0N70000007gTWIEA2,2021-04-03,,YES,2019-12-02,D322515424609034,D3225154,,0,48432424,PAN-PA-850,PA-850,1,0017000000LLbqG,011901008608,8.1.10,8.1,2018-04-03,ACTIVE,,
0017000000jFHKbAAO,70674666,,a0N7000000WDd2LEAT,2020-02-28,,YES,,D4174980101531613,D4174980,,0,70674666,PAN-PA-7000-AMC-1TB,PA-7000,1,0017000000LIvs0,002901003401,,,,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2020-12-31,NSX,YES,,D203046114583856,D2030461,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900009690,,,2016-08-30,ACTIVE,,
00170000019KNcQAAW,54135218,,a0N70000007gTWvEAM,2022-06-30,,YES,2018-11-09,D251453818427570,D2514538,,0,54135218,PAN-PA-820,PA-820,1,0017000000bEg8Y,012001003684,8.0.5,8.0,2017-08-09,ACTIVE,,
00170000016V8fDAAS,,,a0N70000007gTWNEA2,2018-09-07,,YES,2019-08-13,D264426421755946,D2644264,,0,40001843,PAN-PA-820-LAB,PA-820,1,00170000016V8fD,012001005357,8.0.2,8.0,2017-09-07,INACTIVE,,
0017000000orJUPAA2,18703696,,a0N70000007gTWhEAM,2020-01-29,,YES,2019-12-02,D212561715349767,D2125617,,0,18703696,PAN-PA-5060-SSD2-D,PA-5060,1,0017000000f1sOO,007901003847,8.1.9-h4,8.1,2017-01-30,ACTIVE,,
0017000000qvjFPAAY,62618286,,a0N70000007gTWhEAM,2020-06-29,,YES,2019-12-02,D250182118377401,D2501821,,0,62618286,PAN-PA-820,PA-820,1,0017000000dvGVP,012001003577,8.0.5,8.0,2017-09-29,ACTIVE,,
0010g00001aCxdgAAC,69483118,,a0N7000000WDd2LEAT,2021-04-20,,YES,2019-12-02,D330372825517984,D3303728,,0,69483118,PAN-PA-3260,PA-3260,1,0017000000QOeuE,016401000702,8.1.9-h4,8.1,2018-04-20,ACTIVE,,
0017000000u2nvYAAQ,25287036,,a0N70000007gTWfEAM,2024-11-05,,YES,2019-12-02,D52149691147001310,D5214969,,0,25287036,PAN-PA-220,PA-220,1,0017000000ZLJpD,012801122066,8.1.10,8.1,2019-11-11,ACTIVE,,
00170000014LLAUAA4,33469499,1,a0N70000007gTWdEAM,2019-07-17,,YES,,D189478825713329,D1894788,,0,33469499,PAN-PA-200-JP-01,PA-200,1,0017000000MgJwy,001606056757,,,2016-05-23,INACTIVE,,
0017000000ZKqHiAAL,35926749,,a0N70000007gTWGEA2,2021-07-11,,YES,2019-12-02,D360914628381538,D3609146,,0,35926749,PAN-PA-220,PA-220,1,0017000000TwbQv,012801060017,8.1.11,8.1,2018-07-11,ACTIVE,,
0017000000PXN4FAAX,S8057947,,a0N70000007gTWrEAM,2020-08-31,,YES,2019-04-09,D179141720609664,D1791417,,0,83666759,PAN-PA-200,PA-200,1,0017000000YfuOr,001606033872,7.1.8,7.1,2015-04-30,ACTIVE,,
0017000000tfx6xAAA,94376725,1,a0N7000000WDd2LEAT,2020-08-20,,YES,2019-12-02,D22941751147302924,D2294175,,0,94376725,PAN-PA-200,PA-200,1,0017000000s3qf4,001606077449,8.0.4,8.0,2016-07-07,ACTIVE,,
0017000000YNr9BAAT,37297047,,a0N70000007gTWIEA2,2018-11-18,,YES,,D416763321343815,D4167633,,0,37297047,PAN-PA-7000-AMC-1TB,PA-7000,1,0017000000LJ3BK,002901002026,,,,INACTIVE,,
0017000000mkH0WAAU,90417200,,a0N70000007gTWdEAM,2023-04-22,,YES,,D325654125094387,D3256541,,0,90417200,PAN-PA-200-JP,PA-200,1,0017000000lAMac,001606090226,,,2018-03-27,ACTIVE,,
0017000000y1HyyAAE,S8318100,,a0N70000007gTWIEA2,2020-03-01,,YES,2019-12-02,D191984516303961,D1919845,,0,71802361,PAN-PA-500-2GB,PA-500,1,0017000000dMqGq,009401027115,7.1.10,7.1,2016-06-02,ACTIVE,,
0017000000yolR1AAI,E2454768,,,2017-10-04,,YES,2017-08-15,D196856819087606,D1968568,,0,E2454768,PAN-PA-200-AUS,PA-200,1,,001606065362,7.0.3,7.0,2017-08-05,INACTIVE,,
0017000000fRJ9WAAW,98172184,1,a0N70000007gTWvEAM,2019-12-31,,YES,2019-12-02,D40436100435260,D40436,,0,98172184,PAN-PA-200-EU,PA-200,1,0017000000Yvxyk,001606002848,8.1.9,8.1,2012-06-25,ACTIVE,,
0017000000ynScdAAE,S3566800,,a0N7000000WDd2LEAT,2021-01-31,,YES,2019-12-02,D165881114643623,D165881,,0,53917137,PAN-PA-3050,PA-3050,1,0017000000fSUFb,001701005122,8.1.10,8.1,2014-10-17,ACTIVE,,
0017000000cJHYGAA4,16092816,,a0N70000007gTWfEAM,2018-10-07,,YES,2017-10-16,D185665512796344,D1856655,,0,16092816,PAN-PA-200-EU,PA-200,1,0017000000lk67I,001606043687,7.1.10,7.1,2015-10-07,INACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2023-08-12,NSX,YES,2018-09-18,D378930830101120,D3789308,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900000025368,7.1.14,7.1,2018-08-08,ACTIVE,,
0017000000woF8CAAU,17079957,,a0N7000000Rqa3sEAB,2020-03-11,,YES,2018-03-22,D179907012194066,D1799070,,0,17079957,PAN-PA-200E,PA-200,1,0017000000dMXYm,001606033125,8.0.7,8.0,2015-03-18,ACTIVE,,
0017000001NTpyQAAT,96788876,,a0N70000007gTWsEAM,2020-10-20,ESXi,YES,2019-11-19,D243478315222954,D2434783,,0,96788876,PAN-VM-200,VM-200,1,0017000000qw7cL,007100000003532,7.1.10,7.1,2017-06-08,ACTIVE,,
0017000000bFGL4AAO,97754811,,a0N70000007grnUEAQ,2024-02-01,,YES,,D5134350114133785,D5134350,,0,97754811,PAN-M-200,M-200,1,0017000000hZp1p,017607001771,,,2019-09-04,ACTIVE,,
0017000001LRbS1AAL,65928600,,a0N7000000Rqa0KEAR,2016-11-22,,YES,2019-02-05,D186313412855432,D1863134,,0,65928600,PAN-PA-500-2GB,PA-500,1,00170000015EGE4,009401021187,7.0.2,7.0,2015-11-22,INACTIVE,,
0017000000ZL5r7AAD,,,a0N70000007gTWIEA2,2020-12-30,,YES,,D234580222490229,D2345802,,0,37732377,PAN-PA-220-LAB,PA-220,1,0017000000LLbqG,012801005986,,,2017-05-25,ACTIVE,,
